Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 4114
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 4115
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4116
Titulo_libro: El régimen de capitalización y el sistema previsional.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4118
Titulo_libro: La gestión de recursos : 	Autor: sin datos	Subtitulo_libro: sustentabilidad y ética.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4119
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 4120
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 4121
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2001.	biblioitemnumber: 4122
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 4123
Titulo_libro: Conceptos de administración estratégica.	Autor: David, Fred R.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 11ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4144
Titulo_libro: Administración exitosa de proyectos.	Autor: Gido, Jack	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 3ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4145
Titulo_libro: Procedimiento fiscal : 	Autor: Celdeiro, Ernesto Carlos	Subtitulo_libro: version 1.2.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4146
Titulo_libro: Resoluciones Técnicas (FACPCE) 4 a 22 : 	Autor: sin datos	Subtitulo_libro: actualizadas y comparadas según texto ordenado Abril 2004.	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 2005.	biblioitemnumber: 4147
Titulo_libro: Casos de finanzas corporativas.	Autor: Lopez Lubian, Francisco J.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4149
Titulo_libro: Supervisión.	Autor: Robbins, Stephen P.	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 5ta.ed.	Año_publicacion: 2008.	biblioitemnumber: 4151
Titulo_libro: Finanzas corporativas.	Autor: Berk, Jonathan	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4153
Titulo_libro: Fundamentos de administración financiera.	Autor: Van Horne, James C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 11ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4154
Titulo_libro: Comportamiento humano en el trabajo.	Autor: Newstrom, John W.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 12ma.ed.	Año_publicacion: 2007.	biblioitemnumber: 4163
Titulo_libro: Finanzas y gestión.	Autor: Bodie, Zvi	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 4165
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4222
Titulo_libro: Métodos y técnicas de investigación social : 	Autor: Ander-Egg, Ezequiel	Subtitulo_libro: la ciencia, su método y la expresión del conocimiento científico.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 4243
Titulo_libro: Dirección estratégica : 	Autor: Dess, Gregory G.	Subtitulo_libro: creando ventajas competitivas.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 4253
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4259
Titulo_libro: Tratado de economía política.	Autor: Nasino, Pablo Bartolomé	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1925.	biblioitemnumber: 4260
Titulo_libro: Elementos de economía comercial : 	Autor: Zendrera, José	Subtitulo_libro: la técnica de los negocios.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1944.	biblioitemnumber: 4261
Titulo_libro: Impuesto sobre los bienes personales : 	Autor: Fernández, Luis Omar	Subtitulo_libro: Teoría.Técnica.Práctica.	Cantidad ejemplares: 1	Edicion: 2da. ed.	Año_publicacion: 2009.	biblioitemnumber: 4262
Titulo_libro: Análisis e interpretación de estados contables.	Autor: Senderovich, Isaac Aizik	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 11ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4263
Titulo_libro: Análisis de estados contables.	Autor: Fowler Newton, Enrique	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 3ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4264
Titulo_libro: Administración : 	Autor: Koontz, Harold	Subtitulo_libro: una perspectiva global.	Cantidad ejemplares: 4	Edicion: 12ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 4265
Titulo_libro: Marketing : 	Autor: Bilancio, Guillermo	Subtitulo_libro: el valor de provocar.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 4266
Titulo_libro: Ley de concursos y quiebra : 	Autor: Gebhardt, Marcelo	Subtitulo_libro: 24522 y modificatorias.	Cantidad ejemplares: 7	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4267
Titulo_libro: Ley de concursos y quiebras : 	Autor: Gebhardt, Marcelo	Subtitulo_libro: 24522 y modificatorias.	Cantidad ejemplares: 7	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4268
Titulo_libro: Principios de administración.	Autor: Álvarez, Héctor Felipe	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4269
Titulo_libro: Código civil.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4270
Titulo_libro: La licitación pública.	Autor: Dromi, José Roberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1980.	biblioitemnumber: 4271
Titulo_libro: Compendio de derecho público constitutcional, administrativo y fiscal.	Autor: Bielsa, Rafaél	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: 1ra.ed.	Año_publicacion: 1952.	biblioitemnumber: 4272
Titulo_libro: Crítica al Decreto Ley Nacional de Contabilidad Nº 23354-56.	Autor: Matocq, Eugenio Andrés	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1960.	biblioitemnumber: 4273
Titulo_libro: Introducción al derecho.	Autor: Aftalion, Enrique R.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 6ta.ed.	Año_publicacion: 1960.	biblioitemnumber: 4274
Titulo_libro: Derecho constitucional.	Autor: Bielsa, Rafael	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1954.	biblioitemnumber: 4275
Titulo_libro: Manual de la constitución argentina.	Autor: Gonzalez, Joaquín V.	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1956.	biblioitemnumber: 4276
Titulo_libro: La letra de cambio, el pagaré y el cheque.	Autor: Orione, Francisco	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1965.	biblioitemnumber: 4277
Titulo_libro: Títulos de crédito.	Autor: Yadarola, Mauricio L.	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1961.	biblioitemnumber: 4278
Titulo_libro: Fundamentos de la quiebra.	Autor: Fernandez, Raymundo L.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1937.	biblioitemnumber: 4279
Titulo_libro: Tratado de los juicios concursales mercantiles.	Autor: Muñoz, Luis	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1964.	biblioitemnumber: 4280
Titulo_libro: Factura conformada : 	Autor: Benelbaz, Héctor Ángel	Subtitulo_libro: su incorporación al derecho cambiario.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1964.	biblioitemnumber: 4281
Titulo_libro: Facturación conformada.	Autor: Benelbaz, Héctor Ángel	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1965.	biblioitemnumber: 4282
Titulo_libro: Los contratos bancarios de apeertura de crédito y descuento.	Autor: Labanca, Jorge	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1964.	biblioitemnumber: 4283
Titulo_libro: Teoría de la política económica.	Autor: Grupe, Héctor J. C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1981.	biblioitemnumber: 4284
Titulo_libro: Crisis bancarias y convertivilidad.	Autor: Ribas, Armando	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1999.	biblioitemnumber: 4285
Titulo_libro: Impuesto a las ganancias.	Autor: Jarach, Dino	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 4286
Titulo_libro: La economía de Internet en la República Argentina : 	Autor: sin datos	Subtitulo_libro: presente y futuro.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4287
Titulo_libro: Trabajo y desocupación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4288
Titulo_libro: Pobreza urbana en la Argentina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4289
Titulo_libro: Anales de las Segundas Jornadas de Economía Monetaria Internacional.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4290
Titulo_libro: Informe sobre desarrollo humano 2002 : 	Autor: sin datos	Subtitulo_libro: profundizar la democracia en un mundo fragmentado.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4291
Titulo_libro: Estudio económico de América Latina y el Caribe.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4292
Titulo_libro: Panorama de la inserción internacional de América Latina y el Caribe.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: mra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4293
Titulo_libro: Balance preliminar de las economías de América Latina y el Caribe.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2004.	biblioitemnumber: 4294
Titulo_libro: La industria láctea de México en el contexto del Tratado de Libre Comercio de América del Norte (TLCAN)	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4295
Titulo_libro: El impacto sectorial del proceso de integración subregional en Centroamérica : 	Autor: sin datos	Subtitulo_libro: sector lácteo y sector metalmecánico (aparatos eléctricos)	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4296
Titulo_libro: El impacto sectorial del proceso de integración subregional en le MERCOSUR : 	Autor: sin datos	Subtitulo_libro: sector calzado y sector farmacéutico.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4297
Titulo_libro: Segundas Jornadas de Epistemología de la Ciencias Económicas.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4298
Titulo_libro: Jornadas de Epistemología de las Ciencias Económicas.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1999.	biblioitemnumber: 4299
Titulo_libro: Constitución de la Nación Argentina y tratados internacionales.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2011.	biblioitemnumber: 4300
Titulo_libro: Exégesis logosofica.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 2006.	biblioitemnumber: 4301
Titulo_libro: Sindicatura de concursos mercantiles : 	Autor: Nieuwenhove, Pablo Van	Subtitulo_libro: solución preventiva, acuerdo resolutorio y alternativas procesales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 4302
Titulo_libro: Gráfica concursal : 	Autor: Nedel, Oscar	Subtitulo_libro: ley de concursos y quiebras.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4303
Titulo_libro: El régimen de capitalización a 11 años de la Reforma Previsional : 	Autor: sin datos	Subtitulo_libro: 1994-2005.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 4304
Titulo_libro: Ambiente natural y desarrollo : 	Autor: Aparicio, María Elisa	Subtitulo_libro: propuestas para la conservación de la biodiversidad y el paisaje.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 2001.	biblioitemnumber: 4305
Titulo_libro: Al cabo de los noventa ... : 	Autor: Zoppi, Ana María	Subtitulo_libro: las innovaciones curriculares autónomas en la Provincia de Jujuy.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 4306
Titulo_libro: Relevamiento sobre educación e investigación en economía en América Latina.	Autor: Domingo, Rosario	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4307
Titulo_libro: El señor de Sándara.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 2009.	biblioitemnumber: 4308
Titulo_libro: Introducción al conocimiento logosófico.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 5ta.ed.	Año_publicacion: 2008.	biblioitemnumber: 4309
Titulo_libro: Diálogos.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1998.	biblioitemnumber: 4310
Titulo_libro: Estados contables : 	Autor: Biondi, Mario	Subtitulo_libro: presentación, interpretación y análisis.	Cantidad ejemplares: 6	Edicion: 4ta.ed.	Año_publicacion: 2006.	biblioitemnumber: 4311
Titulo_libro: Construcción social de la ciudad : 	Autor: Bergesio, Liliana	Subtitulo_libro: San Salvador de Jujuy desde el Barrio Alto Comedero.	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4312
Titulo_libro: Estado eficiente : 	Autor: Las Heras, José María	Subtitulo_libro: administración financiera gubernamental.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 2008.	biblioitemnumber: 4313
Titulo_libro: Marketin internacional.	Autor: Nieto Churruca, Ana	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 4314
Titulo_libro: Análisis estadístico multivariable : 	Autor: Sierra Bravo, R.	Subtitulo_libro: teoría y ejercicios.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4315
Titulo_libro: Sistemas de información.	Autor: Martin, James	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 4316
Titulo_libro: Obligaciones negociables, bonos y opciones : 	Autor: Apreda, Rodolfo	Subtitulo_libro: un enfoque operativo para la capitalización de deuda interna y externa.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 4317
Titulo_libro: Finanzas públicas y economía espacial.	Autor: Porto, Alberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 4318
Titulo_libro: Desarrollo con éxito de nuevos productos : 	Autor: Allen, David	Subtitulo_libro: el proceso de nuevos productos orientados al mercado.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4319
Titulo_libro: Instrumentos clave para al gestion empresarial.	Autor: Lambert, Tom	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4320
Titulo_libro: La responsabilidad de la empresa : 	Autor: Cannon, Tom	Subtitulo_libro: respuesta a los nuevos retos sociales, económicos, legales, éticos y de medio ambiente.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4321
Titulo_libro: Manual de banca, finanzas y seguros.	Autor: Barquero Cabrero, José Daniel	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1998.	biblioitemnumber: 4322
Titulo_libro: Curso de iniciación logosófica.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 6ta.ed.	Año_publicacion: 2009.	biblioitemnumber: 4323
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: regímenes especiales.	Cantidad ejemplares: 1	Edicion: ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 4324
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: valor agregado.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4325
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: valor agregado.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 4326
Titulo_libro: Las exportaciones argentinas y el nuevo agro : 	Autor: Benegas Prado, Héctor R.	Subtitulo_libro: posibilidades de exportación al MERCOSUR ampliado a productos vegetales con  procesamiento simple.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 4327
Titulo_libro: Vigencia de una visión : 	Autor: Moyano Llerena, Carlos	Subtitulo_libro: el aporte pionero de la revista Panorama de la Economía Argentina 1957-1970.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4328
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos patrimoniales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 4329
Titulo_libro: Inrtermedio logosófico.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4330
Titulo_libro: El mecanismo de la vida consciente.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 5ta.ed.	Año_publicacion: 2008.	biblioitemnumber: 4331
Titulo_libro: El espíritu.	Autor: Gonzalez Pecotche, Carlos Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 2010.	biblioitemnumber: 4332
