autor;titulo_libro;subtitulo_libro;cantidad_ejemplar;libro_edicion;año_publicacion;biblioitemnumber
"Prelat, Carlos E";"Química inorgánica.";;1;"1a ed.";1958.;7384
"Prelat, Carlos E";"Texto formativo de química inorgánica.";;1;;1943.;7385
"Cury, Raúl";"Química mineral.";;1;"8a ed.";1927.;7386
"Montequi Díaz De Plaza, Ricardo";"Analisis inorgánico cualitativo.";;1;;1945.;7387
"Wendt, Gerald";Química.;;1;"1a ed.";1946.;7388
"Rüsberg, F";"Introducción a la química analítica.";;1;"2a ed.";1947.;7389
"Villavecchia, Víctor";"Tratado de química analítica aplicada.";;1;"2a ed.";1944.;7390
"Villavecchia, Víctor";"Tratado de química analítica aplicada.";;1;"2a ed.";1944.;7391
"Vogel, Arthur I";"Química analítica cualitativa.";;3;"6a ed.";1983.;7392
"Vogel, Arthur I";"Química analítica cuantitativa :";"teoría y práctica.";4;"2a ed.";1969.;7393
"Vogel, Arthur I";"Química analítica cuantitativa :";"teoría y práctica.";4;"2a ed.";1969.;7394
"Beguet, Adolfo";"Química general e inorgánica.";;1;"9a ed.";[19--];7395
"Rolando, Aída";"Química 4.";;5;"1a ed.";[1995];7396
"García Micángeli, César R";"Química :";"tercer año.";2;"12a ed.";1969.;7397
"Celsi, Santiago A";"Química elemental moderna :";inorgánica.;23;"5a ed.";1945.;7398
"Celsi, Santiago A";"Compendio de química moderna.";;2;"10a ed.";1960.;7399
"Burriel Martí, Fernando ";"Química analítica cualitativa.";;1;"17a ed.";2000.;7400
"Kolmer, John";"Métodos de laboratorio.";;1;"5a ed.";1955.;7401
"Holasek, A";"Métodos quelométricos y otros métodos volumétricos de análisis químicos.";;1;"1a ed.";1964.;7402
"Zümmer, Roberto";"Primeros pasos en química analítica cuantitativa.";;1;;1978.;7403
"Ángelini, M";"Temas de química general.";;10;"2a ed.";1995.;7404
"Skoog, Douglas A";"Fundamentos de química analítica.";;2;"2a ed.";1992.;7405
"Biasioli, Gladys D. A. de";"Química general e inorgánica.";;4;;[1996];7406
"Montequi Díaz De Plaza, Ricardo";"Análisis inorgánico cualitativo ";"teoría y práctica.";1;;1945.;7407
"Ruiz, Antonio";"Química 2 Bachillerato.";;1;;c1996.;7408
"Sabatini, Francisco";"Elementos de química inorgánica.";;1;;1924.;7409
"Buitrago, Luis Guillermo";"El clima de la provincia de Jujuy.";;1;"2a ed.";2000.;7410
"Biasioli, Gladys D. A. de";"Química orgánica.";;8;;1980.;7411
"Berardi, Lamberto";"Apuntes de mineralogía y geología.";;1;"6a ed.";1943.;7412
"Milone, Jorge Osvaldo";"Química orgánica V.";;5;"1a ed.";1981.;7413
"Morrison, Robert Thornton";"Química orgánica.";;1;"5a ed.";c1990.;7414
"Holleman, A. F";"Tratado de química orgánica.";;1;"3a ed.";1930.;7415
"Vidal, Jorge";"Química orgánica.";;1;;1945.;7416
"Monlau, José";"Compendio de historia natural :";"mineralogía y geología.";1;"3a ed.";1948.;7417
"Calvet, E";"Iniciación a la química-física.";;1;"1a ed.";1942.;7418
"Calvet, E";"Iniciación a la química-física.";;1;"1a ed.";1942.;7419
"Escudero, Pilar";Físico-Química.;;4;"la ed.";1992.;7420
"Danneel, H";"Electroquímica y sus fundamentos físico-químicos.";;1;"4a ed.";1928.;7421
"Danneel, H";"Electroquímica y sus fundamentos físico-químicos.";;1;"4a ed.";1929.;7422
"Carrillo, Ernesto";"Ciencias físico-químicas :";"Eelementos de física y conceptos básicos de química.";1;"1a ed.";1979.;7423
"Depau, Carmen";"Elementos de física y química :";"primer año ciclo básico.";1;"7a ed.";1986.;7424
"Miguel, Carlos R";"Elementos de física y química :";"primer ciclo básico.";1;"23a ed.";1959.;7425
"Dana, Edward Salisbury";"Tratado de mineralogía.";;1;"4a ed.";1982.;7426
"Klockmann, Friedrich";"Tratado de mineralogía.";;2;"2a ed.";1961.;7427
"Flint, E";"Essentials of crystallography.";;1;"2nd ed.";1971.;7428
"González Bonorino, Félix";"Mineralogía óptica.";;1;;1976.;7429
"Lye, Keith";"Los minerales y las rocas.";;1;"2a ed.";1980.;7430
"Hurlbut, Cornelius S";"Minerals and man.";;1;;[19--];7431
"Miguel, Carlos R";"Elementos de física y química.";;1;"25a ed.";1959.;7432
"Treadwell, F. P";"Tratado de química analítica.";;1;"3a ed.";1931.;7433
"Bavink, B";"Introducción a la química inorgánica.";;1;"2a ed.";1927.;7434
"Mortola, Edel";"Nociones de mineralogía.";;6;"3a ed.";1951.;7435
"Hurlbut, Cornelius S";"Manual de mineralogía de Dana.";;3;"3a ed.";1985.;7436
"Orlandini, Luis";"Elementos de mineralogía y geología.";;1;"8a ed.";1925.;7437
"Pittamiglio, Juan P";"Nuevo curso de mineralogía.";;1;;1932.;7438
"Brauns, R";Mineralogía.;;2;"2a ed.";1935.;7439
"Peláez, Josefa G. De";"Nociones de mineralogía y geología argentina.";;1;;[19--];7440
"Ahlfeld, Federico";"Los minerales de Bolivia.";;1;"2a ed.";1943.;7441
"Peláez, Josefa G. De";"Nociones de mineralogía y geología argentina.";;3;"3a ed.";1941.;7442
"Beder, Roberto";"Nociones de mineralogía.";;1;;1930.;7443
"Petraschek, Walter E";"Yacimientos y criaderos :";"un estudio suscinto de los tesoros del subsuelo.";2;;1965.;7444
"Fernández Aguilar, Rafael";"Tablas sinópticas de minerales, para el estudio y clasificación de los mismos.";;3;;1945.;7445
"Rivera Plaza, Gil";"Mineralogía general.";;1;;1939.;7446
"Villalba de Poma, María Rosa";"Christyan :";"relatos totalmente imaginarios.";1;"1a ed.";2001.;7447
"Fernández Serventi, Héctor";"Química general e inorgánica :";"primera parte, cuarto año colegios nacionales, liceos de señoritas, cursos preparatorios para las fac.de ciencias.";1;"14a ed., corr. y aum.";1979.;7448
"Yapur, Rufino";"Química inorgánica :";"clases experimentales desarrolladas para uso de las escuelas primarias.";1;"1a ed.";1934.;7449
"Holleman, A. F";"Tratado de química inorgánica para las universidades y escuelas técnicas superiores.";;1;"2a ed.";1931.;7450
"Sabatini, Francisco";"Elementos de química inorgánica.";;1;"1a ed.";1924.;7451
"Miguel, Carlos R";"Elementos de física y química.";;1;"10a ed.";1959.;7452
"Labate, Hugo";"Ciencias Naturales 8 :";"química 3er Ciclo EGB.";1;"1a ed.";1997.;7453
"Biasioli, Gladys D. A. de";"Química 2.";;1;"1a ed.";1982.;7454
"Lide, David R";"CRC handbook of chemistry and physics.";;1;"75th ed.";1994.;7455
"Bülow, K. Von";"Geología para todos :";"iniciación teórica y práctica en la ciencia de la tierra.";8;;1943.;7456
"Candel Vila, Rafael";"Historia natural :";"vida de los animales, de las plantas y de la Tierra.";1;;[19--];7457
"Vidal, Jorge";"Mineralogía, petrografía, geología.";;13;"1a ed.";1943.;7458
"Keilhack, Conrado";"Tratado de geología práctica.";;1;"4a ed.";1927.;7459
"Kittl, Erwin";"Geología, mineralogía y petrografía para ingenieros.";;2;;1945.;7460
"Chicarro, Pedro de Novo y F";"Diccionario de geología y ciencias afines.";;4;;1957.;7461
"Heinrich, E. W";"The geology of carbonatites.";;1;;c1966.;7462
"Catalano, Luciano R";"Puna de Atacama, Boratera de Antuco, Cuenca de Diablillos.";;3;;1964.;7463
"Dunbar, Carl O";"Geología histórica.";;1;;1968.;7464
"Frech, Fritz";Geología.;;2;;1930.;7465
"Lahee, Frederic H";"Geología práctica.";;1;"2a ed.";1962.;7466
"Lahee, Frederic H";"Geología práctica.";;3;"5a ed.";1979.;7467
"Montoriol-Pous, J";"La Tierra.";;1;"6a ed.";1980.;7468
"Petersen, Cristian S";"Elementos de geología aplicada .";;4;"1a ed.";1959.;7469
"Trueman, A. E";"An introduction to Geology.";;2;"1st ed.";1938.;7470
"Zumberga, James H";"Geología elemental.";;1;"1a ed.";1969.;7471
"Legget, Robert Ferguson";"Geología para ingenieros :";"relaciones entre los estudios geológicos y la ingeniería.";2;"1a ed.";1950.;7472
"Kinstry, Hugh Exton";"Geología de minas.";;1;"1a ed.";1961.;7473
"Derruau, Max";Geomorfología.;;2;"1a ed.";1983.;7474
"De Sitter, L. U";"Geología estructural.";;1;"1a ed.";1962.;7475
"De Sitter, L. U";"Geología estructural.";;3;"4a ed.";1962.;7476
"Holmes, Arthur";"Geología física.";;2;"3a ed.";1980.;7477
"Legget, Robert Ferguson";"Geology and Engineering.";;1;"3rd ed.";c1988.;7478
"Pirsson, Louis V";"Rocks and rocks mineral.";;3;"3rd ed.";1958.;7479
"Heller, Robert L";"Geología y ciencias afines.";;1;"1a ed.";1967.;7480
"Paniukov, P. N";"Geología aplicada a la ingeniería.";;1;;1981.;7481
"Krumbein, W. C";"Estratigrafía y sedimentación.";;2;"1a ed.";1969.;7482
"Turner, Francis J";"Petrología, ígnea y metamórfica.";;2;"3a ed.";1978.;7483
"Gilluly, James";"Principios de geología.";;1;;1964.;7484
"Guilcher, Andrés";"Morfología litoral y submarina.";;1;;c1957.;7485
"Landes, Kenneth K";"Geología del petróleo.";;1;;1963.;7486
"Galarza, F. J";"Esquemas de geología.";;1;;[19--];7487
"Fábrega, Pablo";"Geología :";"introducción al estudio de los criaderos minerales.";3;;1928.;7488
"Low, Julián W";"Geología de campo.";;1;"1a ed.";1960.;7489
"Isnardi, Teófilo";"Trabajos prácticos de física.";;2;"la ed.";1913.;7490
"Winhausen, Anselmo";"Geología argentina :";"un libro para la enseñanza y para aficionados.";2;;1931.;7491
"Cailleux, André";"Las rocas.";;3;"3a ed.";1978.;7492
"Huang, Walter T";Petrología.;;3;"1a ed.";1968.;7493
"Williams, Howel";"Petrografía :";"introducción al estudio de las rocas en secciones delgadas.";1;"1a ed.";1968.;7494
"Chomnales, Raúl";"Léxico petrográfico.";;2;;1977.;7495
"Maksimov, A";"Breve curso de prospección geológica.";;1;;1973.;7496
"Passarge, Siegfrid";Geomorfología.;;1;;1931.;7497
"Krynine, Dimitri P";"Principios de geología y geotecnia para ingenieros :";"geología, mecánica del suelo y de las rocas, y otras ciencias geológicas...";1;;1961.;7498
"Pomerol, Charles";"Las rocas eruptivas.";;2;"4a ed.";1976.;7499
"Tyrrell, G. W";"Principios de petrología :";"introducción al estudio de las ciencias de las rocas.";1;"1a ed.";1960.;7500
"Cailleux, André";"Historia de la geología.";;1;"2a ed.";c1964.;7501
"Abel, Othenio";"Los animales prehistóricos.";;1;;1928.;7502
"Broggi, J";"Geología general.";;1;;1944.;7503
"Bruhns, W";Petrografía.;;2;"2a ed.";1932.;7504
"Evans, I. O";"The boy's book of rocks and fossils.";;9;"1st ed.";1961.;7505
"Cury, Raúl";"Lecciones de petrografía y geología.";;1;;[19--];7506
"Rivera Plaza, Gil";Petrografía.;;1;"1a ed.";1944.;7507
"Spencer, Edgar Winston";"Introduction to the structure of the earth.";;1;"3rd ed.";c1988.;7508
"Hunt, Roy E";"Geotechnical Engineering :";"analysis and evaluation.";1;;1986.;7509
"Jordana Soler, Luis";"Yacimientos minerales de combustibles sólidos y líquidos.";;4;"1a ed.";1935.;7510
"Catalano, Luciano R";"El hierro argentino de Zapla, Calizas de León y San Juancito.";;1;;1965.;7511
"Vattuone, Lucy F. de";"Biología :";"funcionamiento, coordinación y continuidad de los seres vivos.";3;"7a ed.";1985.;7512
"González, Adrián R";"Biología 3.";;3;"1a ed.";1988.;7513
"Zarur, Pedro";"Biología 2 :";"la diversidad de formas y unidad de patrones en los seres vivos.";16;"6a ed.";1981.;7514
"Zarur, Pedro";"Biología 1.";;15;"12a ed.";1981.;7515
"Thiel, Inge";"La contaminación en la vida diaria.";;1;;[19--];7516
"Zarur, Pedro";"Biología 1.";;2;"20a ed.";1985.;7517
"Wilson, Carl L";Botánica.;;1;"1a ed.";1968.;7518
"Strasburger, Eduardo";"Tratado de botánica.";;1;"3a ed.";1943.;7519
"Vidal, Jorge";Botánica.;;2;"9a ed.";1946.;7520
"Vidal, Jorge";Botánica.;;1;"4a ed.";[194-];7521
"Vidal, Jorge";Botánica.;;1;"4a ed.";1946.;7522
"Zarur, Pedro";"Biología 3.";;1;"12a ed.";1994.;7523
"Zarur, Pedro";"Biología 3 :";"funcionamiento, coordinación y continuidad de los seres vivos.";15;"4a ed.";1981.;7524
"Dembo, A";Botánica.;;16;"35a ed.";[197-];7525
"Canter, Larry W";"Manual de evaluación de impacto ambiental :";"técnicas para la elaboración de estudios de impacto.";1;"2a ed.";c1996.;7526
"Fuster, Esteban Patricio";"Curso de botánica.";;1;"13a ed.";1959.;7527
"Cabrera, Ángel Lulio";Botánica.;;1;"2a ed.";c1942.;7528
"Vidal, Jorge";"Zoología .";;1;"13a ed.";1944.;7529
"Fuster, Esteban Patricio";"Curso de botánica.";;1;;1952.;7530
"Casanave, Antonio";"Vida vegetal.";;10;"5a ed.";1959.;7531
"Perrier, Remy";"Tratado elemental de zoología.";;1;"8a ed.";1928.;7532
"Baffa Trasci, Lidia Yolanda B. P";"Mi amiga, la matemática :";"propuesta de una matemática viva para su aprendizaje en la Educación General Básica.";1;;[1999];7533
"Cabrera, Ángel Lulio";Zoología.;;1;;1942.;7534
"Donadio, Juan";Zoología.;;1;"4a ed.";1943.;7535
"Dos Santos Lara, José Ángel";Zoología.;;3;"21a ed.";1969.;7536
"Dembo, A";Zoología.;;5;"28a ed.";1971.;7537
"Rodríguez López-Neyra, Carlos";"Zoología aplicada a la farmacia, medicina e industrias.";;1;;1941.;7538
"Gil, Martín";"Milenios, planetas y petróleo.";;1;"4a ed.";1936.;7539
;"Ciencias naturales y tecnología l.";;3;"1a ed.";c1995.;7540
;"Ciencias naturales y tecnología 2.";;5;"1a ed.";c1995.;7541
"Jáuregui, Silvia ";"El libro de la naturaleza 8.";;1;"1a ed.";1999.;7542
"Selles Martínez, José";"El libro de la naturaleza 9.";;1;"1a ed.";[19--];7543
"Liserre de Telechea, María A";"Biología 2.";;3;"3a ed.";1994.;7544
"Lull, Richard Swann";"Fossil, what they us of plants and animals of the past.";;1;;1935.;7545
"Bon, Stella María";"Metodología de estudio :";"curso práctico.";1;"1a ed.";1988.;7546
;"Guía de trabajos prácticos de Química Biológica.";;1;"6a ed.";1940.;7547
;"Nuevos resultados de la investigación geocientífica alemana en Latinoamérica.";;1;;[19--];7548
"Pomerol, Charles";"Las rocas metamórficas.";;1;"3a ed.";1979.;7549
"Pomerol, Charles";"Las rocas sedimentarias.";;1;"4a ed.";1979.;7550
"Domenech, Graciela";"El libro de la naturaleza 7.";;1;;1999.;7551
"Boldyrev, A. K";Cristalografía.;;1;;1934.;7552
"Wade, F. Alton";"Elementos de cristalografía y mineralogía.";;1;;1963.;7553
"Smith, Orsino C";"Identification and qualitative chemical analysis of minerals.";;1;;1946.;7554
"Boit, Bernardo";"Curso de paleontología.";;1;;1946.;7555
"Álvarez, Antenor";"Historia del meteorito del Chaco.";;1;;1926.;7556
"Viotti, Estela Nieves";"Desde Jujuy, una mirada al mundo :";"ensayo sobre geografía política.";1;;1997.;7557
"Copello, Maitena G. de";"Biología 3.";;1;;1984.;7558
"Parker Ferrir, Theodore";"This created world.";;1;"1st ed";1944.;7559
"Accame, Jorge";Monstruos.;;2;;2000.;7560
"Baca, Pablo";"He visto vivir.";;1;;2000.;7561
"Eleit, Andrés Daniel";"Proyecto turístico en Quebrada y Puna.";;1;;2000.;7562
"Galán, Raúl";"Obra poética.";;7;;1998.;7563
"Calvelo, Patricia";"Pasajero solo.";;1;;2000.;7564
"Rabey, Mario";"Procesos de urbanización en la Argentina :";"la mirada antropológica.";3;"1a ed.";2000.;7565
"Lello, Iván Gustavo";"Fronteras de la libertad de prensa :";"aspectos normativos, jurisprudenciales y deontológicos.";2;;2000.;7566
"Kindgard, Adriana M";"Alianzas y enfrentamientos en los orígenes del peronismo jujeño :";"estructura de poder- partidos políticos.";1;;[19--];7567
;"Anuario del CEIC/1 :";"iglesia, misiones y religiosidad colonial.";2;;2001.;7568
"Bergesio, Liliana";"Ganarse la vida :";"trabajadores cuenta propia del sector familiar en la estructura socio-económica de San Salvador de Jujuy.";3;;2000.;7569
"Salzano, F. M";"Biología, cultura y evolución.";;4;;1994.;7570
"Postigo De Caffe, Clemencia";"Subjetividad y lenguaje.";;2;;2000.;7571
"Domenech, Joan";"La organización del espacio y del tiempo en el centro educativo.";;1;"2a ed.";1993.;7572
"García Moritan, Matilde";"Campo verde :";"un proyecto urbano basado en la auto-organización, un sueño hecho realidad.";4;;1997.;7573
;"Cuadernos 10.";;1;"1a ed.";1997.;7574
"Díaz, Francisco Ramón ";"Cuentos de mis montañas.";;1;"1a ed.";[19--];7575
"Rigal, Luis";"La escuela en la periferia :";"educación, democratización y modelo neoliberal: Jujuy 1984-1996.";1;"1a ed.";2000.;7576
"Frigerio, Rogelio";"La integración regional :";"la nación, la región y la globalización.";1;"1a ed.";1996.;7577
"Martínez, Sergio";"Principios digitales y circuitos lógicos.";;3;"1a ed.";2000.;7578
"Postigo de De Bedia, Ana María";"Términos de la administración pública :";"teoría y aplicaciones.";2;"1a ed.";1999.;7579
"Pérez Del Viso De Palou, Rosa";"Educación especial.";;1;;1997.;7580
"Santamaría, Daniel";"Celosos, amantes y adúlteras :";"las relaciones de género entre los sectores populares del Jujuy colonial.";1;"1a ed.";2000.;7581
"Pérez Del Viso De Palou, Rosa";"De las diferencias y algo más.";;1;"1a ed.";1997.;7582
"Lasserre de Perassi, Ana";"Vectores, recta y plano.";;1;;2000.;7583
"Rico, Luis";"Cuadernos de formación del profesorado :";"educación secundaria.";1;"1a ed.";1997.;7584
"Berte, Annie";"Matemática dinámica :";"temas y problemas EGB.";1;;1999.;7585
"Rey Balmaceda, Raúl";"Geografías de la Argentina.";;5;"1a ed.";1997.;7586
"Berte, Annie";"Matemática de EGB 3 al Polimodal :";"temas y problemas EGB.";1;;1996.;7587
"Hotyat, F";"Los exámenes.";;1;;1965.;7588
"Di Tella, Torcuato S";"Historia social de la Argentina contemporánea.";;1;"1a ed.";1998.;7589
"Fullan, Michael";"La escuela que queremos :";"los objetivos por los cuales vale la pena luchar.";1;"1a ed.";1999.;7590
"Armstrong, Thomas";"Las inteligencias múltiples en el aula.";;1;;1999.;7591
"Santos Guerra, Miguel Ángel";"La luz del prisma :";"para comprender las organizaciones educativas.";1;;1997.;7592
"Slavin, Robert E";"Aprendizaje corporativo :";"teoría, investigación y práctica.";1;"1a ed.";1999.;7593
;"Anuario estadístico de la República Argentina.";;1;;1998.;7594
"Rey Genicio, María";"Estadística descriptiva: destinado al Tercer Ciclo de la EGB y Polimodal.";;6;"1a ed.";1998.;7595
"Guzmán, Flora";"Correspondencia entre Daniel Ovejero y Teodoro Sánchez de Bustamante.";;2;"1a ed.";1990.;7596
"Ovejero, Daniel";"El terruño :";"vida jujeña.";1;"1a ed.";1991.;7597
"Barell, John";"El aprendizaje basado en problemas: un enfoque investigativo.";;1;;1999.;7598
"Fernández, Lidia M";"Instituciones educativas: dinámicas institucionales en situaciones críticas.";;1;"1a ed.";1994.;7599
;"Psicología del desarrollo :";"el mundo del adolescente.";1;"1a ed.";1997.;7600
;"Programa Nacional de resolución de problemas :";"nivel primario-Matemática.";2;;[19--];7601
"Alcaide, Stella Maris";"Mediación en la escuela: convivir y aprender.";;1;;[19--];7602
;"Programa Nacional de lectura y producción escrita.";;4;;[19--];7603
;"Folklore urbano :";"vigencia de la leyenda y los relatos tradicionales.";1;;1999.;7604
"Janikow, Arturo";"Pirometalurgia :";"introducción a los procesos pirometalúrgicos extractivos.";2;;2000.;7605
"Iölster, Nelly E";"Historia 1 :";"el mundo antiguo y la Edad Media.";2;"1a ed.";1995.;7606
"González Lanuza, Eduardo";"Genio y figura de Roberto J. Payró.";;2;"1a ed.";1965.;7607
"Pérez Del Viso De Palou, Rosa";"Educación especial (sección 2da.)";;1;"1a ed.";1997.;7608
;"Código de minería /";;1;;2001.;7609
"Bustinza, Juan Antonio ";"Educación cívica 3.";;1;;1998.;7610
"Gabetta, Carlos Alberto";"La contaminación ambiental.";;1;;[19--];7611
"Vázquez de Fernández, Silvia";"Historia 1 :";"de la prehistoria a los tiempos medievales.";7;;1994.;7612
"Van Vlack, Lawrence H";"Materiales para ingeniería.";;1;"1a ed.";1980.;7613
"Dembo, Norma";"Biología 3 :";"funcionamiento, coordinación y continuidad de los seres vivos.";1;"1a ed.";1981.;7614
;"Isotope Techniques in Groundwater Hidrology.";;1;;1974.;7615
